TradeDate,Currency,Ticker,OptionType,TradedStockPrice,NumOptions,Strike,ExpiryDate
2014-01-07,USD,CALL,CHK,24.891201000000002,750,24,2015-01-02
2014-01-10,USD,CALL,BA,141.899994,70,148,2014-04-10
2014-01-10,USD,CALL,BA,141.899994,280,141,2015-01-05
2014-01-10,USD,CALL,MSFT,36.040001000000004,40,37,2014-07-09
2014-01-10,USD,CALL,CHK,24.323557,820,25,2014-04-10
2014-01-10,USD,CALL,XRX,31.594202000000003,390,30,2015-01-05
2014-01-10,USD,PUT,CHK,24.323557,420,23,2015-01-05
2014-01-10,USD,PUT,CHK,24.323557,260,25,2014-07-09
2014-01-14,USD,CALL,CHK,24.247871,750,25,2015-01-09
2014-01-14,USD,PUT,MSFT,35.779999,30,35,2015-01-09
2014-01-14,USD,PUT,AMZN,397.540009,510,380,2014-04-14
2014-01-14,USD,PUT,FB,57.740002000000004,80,56,2014-04-14
2014-01-14,USD,CALL,FB,57.740002000000004,820,56,2015-01-09
2014-01-14,USD,CALL,FB,57.740002000000004,810,58,2014-04-14
2014-01-14,USD,PUT,MSFT,35.779999,60,35,2014-04-14
2014-01-16,USD,PUT,AAPL,79.178574,100,81,2015-01-11
2014-01-16,USD,PUT,AAPL,79.178574,960,81,2015-01-11
2014-01-21,USD,PUT,AMZN,407.049988,720,410,2014-04-21
2014-01-21,USD,PUT,FB,58.509997999999996,200,60,2014-04-21
2014-01-21,USD,CALL,XRX,31.989459999999998,50,30,2014-04-21
2014-01-21,USD,PUT,MSFT,36.169998,550,36,2014-07-20
2014-01-21,USD,PUT,AMZN,407.049988,740,389,2015-01-16
2014-01-21,USD,PUT,AAPL,78.438568,100,79,2014-07-20
2014-01-21,USD,CALL,CHK,25.023651,240,24,2014-04-21
2014-01-22,USD,CALL,XRX,31.778655999999998,960,31,2014-04-22
2014-01-22,USD,CALL,AMZN,404.540009,850,419,2014-04-22
2014-01-22,USD,PUT,AMZN,404.540009,650,403,2014-07-21
2014-01-22,USD,CALL,AMZN,404.540009,640,419,2014-07-21
2014-01-22,USD,PUT,AMZN,404.540009,480,423,2015-01-17
2014-01-22,USD,PUT,FB,57.509997999999996,640,57,2015-01-17
2014-01-23,USD,CALL,FB,56.630001,760,54,2014-07-22
2014-01-24,USD,CALL,CHK,25.430464,340,26,2014-07-23
2014-01-24,USD,PUT,BA,136.649994,250,139,2015-01-19
2014-01-24,USD,CALL,FB,54.450001,910,52,2015-01-19
2014-01-24,USD,PUT,AMZN,387.600006,250,379,2015-01-19
2014-01-24,USD,CALL,MSFT,36.810001,780,38,2014-04-24
2014-01-24,USD,CALL,BA,136.649994,880,129,2014-07-23
2014-01-24,USD,PUT,CHK,25.430464,680,24,2014-04-24
2014-01-27,USD,PUT,CHK,24.60738,70,25,2015-01-22
2014-01-27,USD,CALL,XRX,27.95784,310,28,2014-07-26
2014-01-28,USD,PUT,BA,137.08999599999999,440,139,2015-01-23
2014-01-29,USD,CALL,FB,53.529999,440,52,2014-07-28
2014-01-29,USD,PUT,BA,129.779999,390,132,2015-01-24
2014-01-30,USD,PUT,BA,126.529999,970,121,2014-07-29
2014-02-03,USD,CALL,FB,61.48,860,62,2015-01-29
2014-02-03,USD,PUT,AAPL,71.647141,880,69,2014-05-04
2014-02-03,USD,PUT,AAPL,71.647141,40,74,2015-01-29
2014-02-04,USD,PUT,MSFT,36.349998,790,36,2014-08-03
2014-02-04,USD,PUT,BA,122.040001,340,125,2014-05-05
2014-02-05,USD,CALL,MSFT,35.82,310,36,2014-08-04
2014-02-05,USD,PUT,MSFT,35.82,830,37,2014-05-06
2014-02-05,USD,CALL,BA,121.400002,790,123,2015-01-31
2014-02-06,USD,CALL,MSFT,36.18,920,36,2014-05-07
2014-02-06,USD,PUT,MSFT,36.18,990,37,2015-02-01
2014-02-06,USD,CALL,FB,62.16,870,65,2014-08-05
2014-02-06,USD,CALL,BA,122.66999799999999,910,127,2014-05-07
2014-02-07,USD,CALL,BA,127.019997,960,124,2015-02-02
2014-02-07,USD,CALL,XRX,27.43083,310,27,2015-02-02
2014-02-07,USD,PUT,FB,64.32,770,62,2014-08-06
2014-02-11,USD,CALL,FB,64.849998,980,67,2014-05-12
2014-02-11,USD,PUT,BA,130.16000400000001,220,131,2015-02-06
2014-02-11,USD,CALL,AMZN,361.790009,430,359,2014-05-12
2014-02-11,USD,PUT,FB,64.849998,10,61,2014-05-12
2014-02-12,USD,PUT,MSFT,37.470001,970,38,2015-02-07
2014-02-12,USD,CALL,AMZN,349.25,10,345,2015-02-07
2014-02-12,USD,PUT,FB,64.449997,410,64,2015-02-07
2014-02-12,USD,PUT,XRX,28.089592,140,27,2014-08-11
2014-02-13,USD,CALL,XRX,28.432147999999998,860,27,2014-05-14
2014-02-13,USD,PUT,CHK,23.604542000000002,590,22,2015-02-08
2014-02-14,USD,PUT,BA,130.16000400000001,500,132,2015-02-09
2014-02-14,USD,CALL,XRX,28.247694,910,28,2015-02-09
2014-02-14,USD,PUT,AAPL,77.71285999999999,520,75,2014-08-13
2014-02-14,USD,PUT,FB,67.089996,110,65,2015-02-09
2014-02-18,USD,PUT,CHK,24.437085999999997,170,25,2015-02-13
2014-02-18,USD,PUT,AAPL,77.998573,420,78,2015-02-13
2014-02-18,USD,PUT,AMZN,353.649994,430,362,2015-02-13
2014-02-18,USD,PUT,BA,130.630005,980,132,2015-02-13
2014-02-19,USD,PUT,CHK,24.976349,630,26,2015-02-14
2014-02-19,USD,PUT,MSFT,37.509997999999996,740,38,2015-02-14
2014-02-19,USD,PUT,AMZN,347.380005,630,359,2015-02-14
2014-02-20,USD,CALL,MSFT,37.75,540,35,2014-08-19
2014-02-20,USD,CALL,CHK,25.212866,630,26,2015-02-15
2014-02-20,USD,PUT,AAPL,75.878571,960,76,2014-08-19
2014-02-21,USD,PUT,XRX,28.300396000000003,450,27,2014-05-22
2014-02-21,USD,PUT,MSFT,37.98,80,37,2014-05-22
2014-02-21,USD,CALL,CHK,25.137179999999997,210,24,2014-08-20
2014-02-21,USD,PUT,CHK,25.137179999999997,380,25,2014-05-22
2014-02-21,USD,CALL,FB,68.589996,990,70,2014-08-20
2014-02-24,USD,CALL,BA,129.58999599999999,70,128,2015-02-19
2014-02-24,USD,CALL,AMZN,351.77999900000003,630,361,2015-02-19
2014-02-24,USD,CALL,BA,129.58999599999999,520,124,2015-02-19
2014-02-24,USD,CALL,AAPL,75.364288,110,73,2014-08-23
2014-02-24,USD,CALL,CHK,25.818354,520,26,2014-05-25
2014-02-24,USD,CALL,AMZN,351.77999900000003,340,362,2014-08-23
2014-02-25,USD,CALL,MSFT,37.540001000000004,320,37,2015-02-20
2014-02-25,USD,CALL,AAPL,74.58000200000001,180,71,2014-08-24
2014-02-25,USD,PUT,AMZN,358.320007,290,358,2014-08-24
2014-02-25,USD,CALL,FB,69.849998,270,71,2015-02-20
2014-02-25,USD,PUT,MSFT,37.540001000000004,360,36,2014-08-24
2014-02-25,USD,CALL,XRX,28.115941999999997,410,27,2014-08-24
2014-02-26,USD,PUT,AMZN,359.799988,350,347,2015-02-21
2014-02-26,USD,CALL,FB,69.260002,690,67,2015-02-21
2014-02-27,USD,PUT,BA,128.559998,890,122,2014-05-28
2014-02-28,USD,CALL,FB,68.459999,860,65,2014-05-29
2014-02-28,USD,PUT,CHK,24.512772000000002,420,24,2015-02-23
2014-03-03,USD,PUT,BA,128.220001,160,129,2015-02-26
2014-03-03,USD,PUT,FB,67.410004,350,65,2014-06-01
2014-03-03,USD,CALL,AMZN,359.77999900000003,80,372,2014-06-01
2014-03-03,USD,PUT,XRX,28.642952,300,28,2014-08-30
2014-03-03,USD,PUT,AMZN,359.77999900000003,190,364,2014-06-01
2014-03-03,USD,CALL,MSFT,37.779999,390,37,2015-02-26
2014-03-03,USD,PUT,XRX,28.642952,760,29,2015-02-26
2014-03-04,USD,PUT,AAPL,75.891426,130,73,2015-02-27
2014-03-04,USD,PUT,CHK,24.285715,420,23,2015-02-27
2014-03-04,USD,PUT,CHK,24.285715,720,24,2014-08-31
2014-03-04,USD,PUT,XRX,29.14361,480,30,2015-02-27
2014-03-04,USD,CALL,MSFT,38.41,870,37,2014-06-02
2014-03-04,USD,CALL,MSFT,38.41,790,39,2015-02-27
2014-03-04,USD,CALL,AAPL,75.891426,300,74,2014-06-02
2014-03-05,USD,PUT,FB,71.57,200,71,2014-06-03
2014-03-06,USD,CALL,AAPL,75.821426,290,73,2015-03-01
2014-03-06,USD,PUT,AAPL,75.821426,970,74,2015-03-01
2014-03-07,USD,CALL,MSFT,37.900002,840,38,2014-09-03
2014-03-07,USD,PUT,AMZN,372.059998,640,388,2014-09-03
2014-03-10,USD,PUT,FB,72.029999,120,70,2014-06-08
2014-03-11,USD,PUT,XRX,28.274044,740,27,2014-09-07
2014-03-11,USD,PUT,CHK,23.897823000000002,300,23,2015-03-06
2014-03-12,USD,PUT,CHK,23.784295999999998,720,24,2015-03-07
2014-03-12,USD,CALL,MSFT,38.27,680,37,2014-09-08
2014-03-12,USD,CALL,FB,70.879997,80,71,2015-03-07
2014-03-13,USD,CALL,BA,121.889999,610,118,2014-06-11
2014-03-13,USD,CALL,MSFT,37.889998999999996,830,39,2014-09-09
2014-03-13,USD,CALL,AAPL,75.807144,140,77,2014-06-11
2014-03-13,USD,PUT,FB,68.83000200000001,50,72,2015-03-08
2014-03-13,USD,CALL,CHK,23.850521,480,23,2015-03-08
2014-03-13,USD,CALL,BA,121.889999,740,124,2015-03-08
2014-03-17,USD,CALL,MSFT,38.049999,850,39,2015-03-12
2014-03-17,USD,PUT,BA,125.41999799999999,990,122,2015-03-12
2014-03-17,USD,PUT,BA,125.41999799999999,640,124,2014-09-13
2014-03-17,USD,PUT,AAPL,75.248573,100,77,2015-03-12
2014-03-18,USD,CALL,XRX,28.59025,330,29,2015-03-13
2014-03-18,USD,PUT,XRX,28.59025,70,29,2014-06-16
2014-03-18,USD,PUT,BA,124.040001,260,121,2015-03-13
2014-03-18,USD,PUT,AMZN,378.769989,260,369,2014-09-14
2014-03-18,USD,CALL,FB,69.190002,870,67,2015-03-13
2014-03-18,USD,PUT,BA,124.040001,720,120,2014-09-14
2014-03-20,USD,PUT,AAPL,75.528572,830,75,2014-09-16
2014-03-20,USD,PUT,AAPL,75.528572,650,72,2015-03-15
2014-03-20,USD,CALL,AAPL,75.528572,620,73,2014-09-16
2014-03-20,USD,CALL,AAPL,75.528572,750,74,2015-03-15
2014-03-20,USD,CALL,AAPL,75.528572,750,78,2014-06-18
2014-03-20,USD,CALL,BA,123.730003,160,125,2014-06-18
2014-03-20,USD,PUT,FB,66.970001,550,63,2015-03-15
2014-03-20,USD,CALL,MSFT,40.330002,900,41,2014-06-18
2014-03-21,USD,PUT,AAPL,76.12428299999999,790,77,2015-03-16
2014-03-21,USD,PUT,MSFT,40.16,330,38,2015-03-16
2014-03-21,USD,CALL,FB,67.239998,410,64,2014-06-19
2014-03-21,USD,CALL,AMZN,360.619995,40,366,2014-09-17
2014-03-21,USD,CALL,AAPL,76.12428299999999,920,74,2014-06-19
2014-03-24,USD,CALL,CHK,23.377482999999998,60,23,2015-03-19
2014-03-24,USD,PUT,CHK,23.377482999999998,980,22,2014-06-22
2014-03-24,USD,PUT,AMZN,351.850006,450,357,2014-06-22
2014-03-24,USD,CALL,AAPL,77.02714499999999,230,77,2014-06-22
2014-03-24,USD,PUT,BA,123.41999799999999,420,126,2014-06-22
2014-03-24,USD,PUT,AAPL,77.02714499999999,770,79,2014-09-20
2014-03-24,USD,PUT,FB,64.099998,650,64,2015-03-19
2014-03-24,USD,CALL,AMZN,351.850006,370,338,2015-03-19
2014-03-24,USD,PUT,BA,123.41999799999999,810,128,2014-09-20
2014-03-25,USD,PUT,XRX,29.117259999999998,420,27,2015-03-20
2014-03-25,USD,PUT,CHK,23.869442000000003,490,23,2015-03-20
2014-03-25,USD,PUT,BA,124.019997,100,124,2014-09-21
2014-03-25,USD,PUT,BA,124.019997,530,120,2015-03-20
2014-03-25,USD,CALL,XRX,29.117259999999998,50,30,2015-03-20
2014-03-25,USD,PUT,AAPL,77.855713,200,74,2015-03-20
2014-03-26,USD,PUT,AAPL,77.111427,490,78,2014-09-22
2014-03-26,USD,PUT,FB,60.389998999999996,840,57,2015-03-21
2014-03-26,USD,CALL,AAPL,77.111427,320,73,2015-03-21
2014-03-28,USD,CALL,XRX,29.14361,900,28,2014-06-26
2014-03-28,USD,PUT,CHK,24.285715,520,24,2014-06-26
2014-03-28,USD,CALL,BA,124.459999,20,121,2014-09-24
2014-03-28,USD,PUT,AAPL,76.694283,470,77,2014-06-26
2014-03-28,USD,PUT,AMZN,338.290009,610,325,2014-06-26
2014-03-28,USD,PUT,AMZN,338.290009,230,342,2014-06-26
2014-03-28,USD,PUT,CHK,24.285715,740,23,2014-09-24
2014-03-28,USD,CALL,AMZN,338.290009,240,324,2014-06-26
2014-03-31,USD,PUT,MSFT,40.990002000000004,250,40,2014-09-27
2014-03-31,USD,PUT,FB,60.240002000000004,710,59,2014-09-27
2014-03-31,USD,PUT,BA,125.489998,280,123,2015-03-26
2014-03-31,USD,CALL,FB,60.240002000000004,940,63,2014-06-29
2014-03-31,USD,CALL,BA,125.489998,650,124,2014-09-27
2014-03-31,USD,CALL,MSFT,40.990002000000004,410,42,2015-03-26
2014-03-31,USD,CALL,MSFT,40.990002000000004,910,40,2014-06-29
2014-03-31,USD,PUT,MSFT,40.990002000000004,280,40,2014-06-29
2014-03-31,USD,PUT,AAPL,76.677139,600,80,2015-03-26
2014-04-01,USD,PUT,MSFT,41.419998,580,42,2015-03-27
2014-04-01,USD,PUT,BA,128.21000700000002,480,131,2014-09-28
2014-04-02,USD,PUT,BA,128.309998,800,134,2014-07-01
2014-04-02,USD,CALL,AMZN,341.959991,120,336,2014-09-29
2014-04-02,USD,CALL,AMZN,341.959991,710,356,2014-07-01
2014-04-02,USD,CALL,XRX,30.30303,120,29,2014-09-29
2014-04-03,USD,CALL,AAPL,76.970001,150,75,2014-09-30
2014-04-03,USD,PUT,AMZN,333.619995,900,328,2015-03-29
2014-04-03,USD,PUT,AMZN,333.619995,310,345,2014-09-30
2014-04-03,USD,PUT,AMZN,333.619995,890,339,2015-03-29
2014-04-03,USD,CALL,AAPL,76.970001,850,80,2014-09-30
2014-04-03,USD,PUT,AMZN,333.619995,700,322,2014-09-30
2014-04-03,USD,PUT,MSFT,41.009997999999996,700,41,2014-09-30
2014-04-03,USD,PUT,XRX,31.014491999999997,420,30,2014-09-30
2014-04-04,USD,CALL,BA,127.379997,240,133,2014-10-01
2014-04-04,USD,CALL,CHK,25.156101,650,24,2014-07-03
2014-04-04,USD,CALL,XRX,30.250329999999998,630,29,2014-07-03
2014-04-04,USD,CALL,MSFT,39.869999,540,39,2014-10-01
2014-04-04,USD,CALL,FB,56.75,910,57,2014-07-03
2014-04-04,USD,PUT,MSFT,39.869999,520,39,2014-07-03
2014-04-04,USD,PUT,XRX,30.250329999999998,670,30,2015-03-30
2014-04-07,USD,CALL,AMZN,317.76001,40,328,2014-07-06
2014-04-07,USD,CALL,XRX,30.118578000000003,960,30,2015-04-02
2014-04-07,USD,PUT,BA,125.589996,610,121,2014-10-04
2014-04-07,USD,PUT,BA,125.589996,200,121,2014-07-06
2014-04-07,USD,CALL,AAPL,74.781425,470,74,2014-07-06
2014-04-07,USD,PUT,FB,56.950001,310,59,2014-10-04
2014-04-08,USD,CALL,XRX,30.27668,240,30,2015-04-03
2014-04-09,USD,CALL,CHK,24.947966,350,24,2014-07-08
2014-04-15,USD,CALL,FB,59.09,900,61,2015-04-10
2014-04-15,USD,PUT,MSFT,39.75,970,39,2015-04-10
2014-04-15,USD,PUT,FB,59.09,820,59,2015-04-10
2014-04-15,USD,CALL,CHK,25.704824,650,24,2014-10-12
2014-04-15,USD,CALL,AAPL,73.994286,570,70,2014-07-14
2014-04-16,USD,CALL,XRX,30.30303,30,29,2014-10-13
2014-04-16,USD,CALL,CHK,26.007568,0,24,2014-10-13
2014-04-17,USD,CALL,BA,127.91999799999999,190,132,2015-04-12
2014-04-17,USD,PUT,BA,127.91999799999999,940,131,2014-07-16
2014-04-17,USD,PUT,XRX,30.118578000000003,980,29,2015-04-12
2014-04-17,USD,PUT,AAPL,74.99143199999999,320,71,2014-10-14
2014-04-21,USD,PUT,AAPL,75.88143199999999,970,74,2015-04-16
2014-04-21,USD,PUT,CHK,26.982025,340,27,2014-07-20
2014-04-21,USD,CALL,MSFT,39.939999,540,38,2015-04-16
2014-04-21,USD,PUT,MSFT,39.939999,460,38,2014-10-18
2014-04-21,USD,CALL,MSFT,39.939999,620,40,2014-07-20
2014-04-21,USD,CALL,CHK,26.982025,480,27,2014-10-18
2014-04-21,USD,CALL,FB,61.240002000000004,480,60,2015-04-16
2014-04-21,USD,CALL,AAPL,75.88143199999999,760,77,2014-07-20
2014-04-22,USD,PUT,MSFT,39.990002000000004,730,39,2015-04-17
2014-04-22,USD,CALL,MSFT,39.990002000000004,930,41,2015-04-17
2014-04-22,USD,CALL,BA,127.550003,860,127,2014-10-19
2014-04-22,USD,PUT,BA,127.550003,200,122,2015-04-17
2014-04-22,USD,PUT,AAPL,75.957146,870,79,2015-04-17
2014-04-22,USD,CALL,XRX,30.540184000000004,10,31,2014-07-21
2014-04-22,USD,PUT,BA,127.550003,240,121,2014-07-21
2014-04-22,USD,PUT,CHK,26.925261,0,27,2014-10-19
2014-04-23,USD,PUT,CHK,27.455060999999997,650,27,2014-07-22
2014-04-23,USD,CALL,FB,61.360001000000004,950,62,2015-04-18
2014-04-23,USD,PUT,AMZN,324.579987,190,338,2014-07-22
2014-04-23,USD,PUT,AMZN,324.579987,680,321,2014-07-22
2014-04-23,USD,PUT,FB,61.360001000000004,920,63,2015-04-18
2014-04-23,USD,CALL,MSFT,39.689999,630,41,2015-04-18
2014-04-24,USD,PUT,CHK,27.644276,610,27,2015-04-19
2014-04-25,USD,CALL,MSFT,39.91,70,38,2015-04-20
2014-04-25,USD,CALL,MSFT,39.91,250,38,2015-04-20
2014-04-25,USD,PUT,FB,57.709998999999996,450,56,2015-04-20
2014-04-28,USD,CALL,MSFT,40.869999,480,40,2014-10-25
2014-04-28,USD,CALL,AAPL,84.870003,390,84,2015-04-23
2014-04-28,USD,PUT,AAPL,84.870003,80,85,2014-07-27
2014-04-28,USD,PUT,XRX,31.620554,460,30,2014-10-25
2014-04-28,USD,CALL,BA,127.040001,430,132,2015-04-23
2014-04-28,USD,CALL,XRX,31.620554,910,31,2014-07-27
2014-04-28,USD,CALL,AAPL,84.870003,980,81,2015-04-23
2014-04-28,USD,PUT,FB,56.139998999999996,330,56,2015-04-23
2014-04-29,USD,PUT,BA,128.369995,130,128,2015-04-24
2014-04-29,USD,PUT,CHK,27.511826,80,26,2014-10-26
2014-04-29,USD,PUT,BA,128.369995,370,129,2014-10-26
2014-04-30,USD,CALL,CHK,27.199621,370,27,2014-10-27
2014-04-30,USD,PUT,XRX,31.857708000000002,630,32,2015-04-25
2014-04-30,USD,PUT,FB,59.779999,960,57,2015-04-25
2014-04-30,USD,PUT,XRX,31.857708000000002,410,31,2014-10-27
2014-04-30,USD,PUT,MSFT,40.400002,620,39,2014-10-27
2014-04-30,USD,PUT,AMZN,304.130005,820,293,2015-04-25
2014-04-30,USD,PUT,FB,59.779999,860,58,2014-07-29
2014-05-01,USD,CALL,XRX,31.831358,270,31,2015-04-26
2014-05-01,USD,PUT,CHK,26.887417,450,26,2014-07-30
2014-05-01,USD,CALL,BA,128.46000700000002,350,124,2014-07-30
2014-05-01,USD,PUT,AMZN,307.890015,160,317,2015-04-26
2014-05-01,USD,CALL,CHK,26.887417,30,26,2014-07-30
2014-05-01,USD,CALL,AMZN,307.890015,470,297,2015-04-26
2014-05-02,USD,PUT,XRX,31.699603999999997,620,30,2014-07-31
2014-05-05,USD,CALL,AMZN,310.049988,70,304,2014-08-03
2014-05-05,USD,CALL,CHK,26.78335,200,26,2014-08-03
2014-05-05,USD,PUT,MSFT,39.43,740,38,2015-04-30
2014-05-06,USD,PUT,AMZN,297.380005,420,294,2014-08-04
2014-05-06,USD,PUT,MSFT,39.060001,370,38,2015-05-01
2014-05-07,USD,CALL,XRX,31.172596000000002,30,30,2014-11-03
2014-05-07,USD,CALL,XRX,31.172596000000002,20,32,2014-11-03
2014-05-07,USD,CALL,BA,130.350006,940,132,2014-08-05
2014-05-07,USD,CALL,BA,130.350006,760,132,2015-05-02
2014-05-07,USD,PUT,BA,130.350006,10,128,2015-05-02
2014-05-08,USD,CALL,MSFT,39.639998999999996,90,41,2014-11-04
2014-05-08,USD,CALL,XRX,31.40975,190,32,2015-05-03
2014-05-08,USD,PUT,MSFT,39.639998999999996,350,40,2014-08-06
2014-05-08,USD,CALL,BA,130.570007,930,134,2014-08-06
2014-05-08,USD,CALL,FB,56.759997999999996,460,56,2014-08-06
2014-05-08,USD,CALL,FB,56.759997999999996,530,58,2015-05-03
2014-05-08,USD,PUT,BA,130.570007,410,126,2014-11-04
2014-05-08,USD,PUT,BA,130.570007,380,133,2015-05-03
2014-05-09,USD,PUT,MSFT,39.540001000000004,620,40,2014-11-05
2014-05-09,USD,PUT,AMZN,292.23999,80,294,2014-11-05
2014-05-09,USD,CALL,CHK,28.202459,960,29,2014-11-05
2014-05-09,USD,CALL,CHK,28.202459,860,28,2014-11-05
2014-05-09,USD,CALL,AMZN,292.23999,310,293,2014-08-07
2014-05-09,USD,PUT,CHK,28.202459,750,29,2014-08-07
2014-05-09,USD,CALL,MSFT,39.540001000000004,460,41,2015-05-04
2014-05-09,USD,PUT,BA,131.100006,100,128,2015-05-04
2014-05-12,USD,CALL,AMZN,302.859985,380,292,2015-05-07
2014-05-12,USD,CALL,AAPL,84.690002,870,81,2015-05-07
2014-05-12,USD,PUT,AMZN,302.859985,680,309,2015-05-07
2014-05-12,USD,CALL,XRX,31.646904,510,32,2014-11-08
2014-05-13,USD,CALL,CHK,28.420057,620,27,2014-08-11
2014-05-13,USD,CALL,BA,133.449997,720,138,2015-05-08
2014-05-13,USD,PUT,MSFT,40.419998,620,39,2015-05-08
2014-05-13,USD,PUT,XRX,31.857708000000002,690,31,2014-11-09
2014-05-13,USD,PUT,BA,133.449997,340,138,2014-11-09
2014-05-14,USD,CALL,AAPL,84.83856999999999,820,89,2014-08-12
2014-05-14,USD,PUT,CHK,27.653736,850,27,2014-11-10
2014-05-14,USD,CALL,XRX,31.567852000000002,190,30,2014-08-12
2014-05-15,USD,CALL,MSFT,39.599998,50,39,2014-08-13
2014-05-15,USD,PUT,CHK,27.426679999999998,760,27,2014-08-13
2014-05-15,USD,PUT,MSFT,39.599998,110,39,2015-05-10
2014-05-16,USD,CALL,XRX,31.4361,720,30,2014-11-12
2014-05-16,USD,CALL,AMZN,297.700012,50,310,2014-08-14
2014-05-16,USD,PUT,XRX,31.4361,370,30,2015-05-11
2014-05-16,USD,CALL,BA,130.809998,690,134,2015-05-11
2014-05-19,USD,PUT,MSFT,39.75,710,38,2014-08-17
2014-05-19,USD,CALL,FB,59.209998999999996,920,56,2014-08-17
2014-05-19,USD,PUT,CHK,26.452222999999996,940,26,2014-11-15
2014-05-19,USD,CALL,AAPL,86.370003,140,82,2014-11-15
2014-05-19,USD,PUT,AMZN,296.76001,540,290,2014-11-15
2014-05-20,USD,CALL,MSFT,39.68,350,39,2015-05-15
2014-05-20,USD,PUT,AMZN,301.190002,890,294,2014-08-18
2014-05-20,USD,CALL,CHK,26.508987,280,26,2015-05-15
2014-05-21,USD,PUT,XRX,31.225296000000004,780,32,2014-08-19
2014-05-21,USD,CALL,FB,60.490002000000004,890,59,2014-11-17
2014-05-21,USD,CALL,AAPL,86.61571500000001,430,84,2014-11-17
2014-05-21,USD,PUT,XRX,31.225296000000004,520,31,2014-08-19
2014-05-21,USD,PUT,XRX,31.225296000000004,690,32,2014-08-19
2014-05-22,USD,CALL,MSFT,40.099998,880,41,2014-11-18
2014-05-22,USD,CALL,XRX,31.146246,860,32,2015-05-17
2014-05-22,USD,CALL,BA,131.83999599999999,840,135,2014-11-18
2014-05-22,USD,CALL,XRX,31.146246,300,29,2014-11-18
2014-05-22,USD,PUT,MSFT,40.099998,880,38,2015-05-17
2014-05-23,USD,PUT,MSFT,40.119999,770,38,2014-11-19
2014-05-23,USD,CALL,MSFT,40.119999,790,39,2014-08-21
2014-05-23,USD,PUT,AAPL,87.732857,70,92,2015-05-18
2014-05-23,USD,PUT,AAPL,87.732857,920,91,2014-08-21
2014-05-23,USD,CALL,MSFT,40.119999,800,41,2014-08-21
2014-05-27,USD,CALL,AAPL,89.37571700000001,550,89,2014-08-25
2014-05-27,USD,PUT,AAPL,89.37571700000001,580,85,2014-08-25
2014-05-27,USD,PUT,AAPL,89.37571700000001,520,87,2014-08-25
2014-05-27,USD,CALL,XRX,32.015812,950,31,2014-11-23
2014-05-28,USD,CALL,MSFT,40.009997999999996,640,39,2015-05-23
2014-05-28,USD,CALL,MSFT,40.009997999999996,210,40,2014-11-24
2014-05-28,USD,PUT,XRX,32.147564,970,32,2014-11-24
2014-05-28,USD,CALL,XRX,32.147564,920,31,2015-05-23
2014-05-28,USD,CALL,XRX,32.147564,670,31,2014-08-26
2014-05-28,USD,PUT,CHK,26.877956,700,27,2014-11-24
2014-05-28,USD,PUT,MSFT,40.009997999999996,200,38,2015-05-23
2014-05-28,USD,CALL,FB,63.509997999999996,180,66,2014-11-24
2014-05-28,USD,CALL,MSFT,40.009997999999996,140,38,2015-05-23
2014-05-29,USD,PUT,MSFT,40.34,350,41,2014-11-25
2014-05-29,USD,CALL,BA,135.139999,720,131,2015-05-24
2014-05-29,USD,PUT,CHK,27.332071000000003,80,26,2014-11-25
2014-05-30,USD,CALL,BA,135.25,200,138,2014-08-28
2014-05-30,USD,PUT,AAPL,90.428574,220,92,2014-08-28
2014-05-30,USD,PUT,AMZN,312.549988,830,306,2015-05-25
2014-05-30,USD,PUT,AMZN,312.549988,800,300,2014-08-28
2014-05-30,USD,CALL,MSFT,40.939999,380,42,2014-11-26
2014-05-30,USD,PUT,CHK,27.17124,860,25,2014-08-28
2014-05-30,USD,PUT,BA,135.25,990,140,2014-08-28
2014-06-02,USD,CALL,MSFT,40.790001000000004,520,41,2014-08-31
2014-06-02,USD,CALL,AMZN,308.839996,710,298,2014-11-29
2014-06-02,USD,PUT,AMZN,308.839996,270,322,2014-08-31
2014-06-02,USD,CALL,CHK,27.729423999999998,420,28,2015-05-28
2014-06-02,USD,PUT,AMZN,308.839996,520,304,2014-08-31
2014-06-02,USD,PUT,MSFT,40.790001000000004,140,38,2014-08-31
2014-06-02,USD,PUT,FB,63.080002,890,65,2014-08-31
2014-06-02,USD,CALL,XRX,32.700924,710,31,2014-08-31
2014-06-02,USD,CALL,BA,135.899994,760,134,2014-11-29
2014-06-03,USD,PUT,XRX,32.832676,420,32,2015-05-29
2014-06-03,USD,CALL,FB,62.869999,390,62,2014-11-30
2014-06-03,USD,CALL,AAPL,91.077141,350,90,2014-11-30
2014-06-03,USD,PUT,XRX,32.832676,790,33,2015-05-29
2014-06-03,USD,CALL,CHK,27.672659000000003,710,27,2015-05-29
2014-06-03,USD,PUT,AMZN,307.190002,380,308,2015-05-29
2014-06-03,USD,CALL,CHK,27.672659000000003,900,28,2014-09-01
2014-06-04,USD,PUT,BA,135.330002,900,140,2014-12-01
2014-06-04,USD,CALL,BA,135.330002,910,134,2014-09-02
2014-06-05,USD,PUT,AAPL,92.478569,380,90,2014-09-03
2014-06-05,USD,CALL,FB,63.189999,650,63,2014-12-02
2014-06-06,USD,PUT,BA,138.25,90,142,2015-06-01
2014-06-06,USD,PUT,MSFT,41.48,980,40,2014-12-03
2014-06-06,USD,CALL,FB,62.5,950,65,2014-12-03
